,survey,random_order,reason,translation,roy_categorized
4995,ecv2020,4995,JE NE JAMAIS  ATTENDU  UN  COMMUNIQU�  CONCERNANT  LA VACCINATION,I NEVER RECEIVED A COMMUNICATION REGARDING VACCINATION.,NA
4996,ecv2020,4996,TOUTE LA FAMILLE ETAIT AU CAMPEMENT,THE WHOLE FAMILY WAS AT THE CAMP.,NA
4997,ecv2020,4997,IL A 6MOIS,6 MONTHS AGO,NA
4998,ecv2021,4998,CAMPAGNE AGRICOLE,Agricultural Campaign,NA
4999,ecv2020,4999,J'�tais en d�placement pour le deuil de mon p�re.,I was away for my father's mourning.,NA
5000,ecv2022,5000,SEJOURS DE LA FAMILLE AU CHAMPS AU CHAMPS,FAMILY STAYS IN THE FIELD IN THE FIELD,NA
5001,ecv2020,5001,Rotavirus n'�tait pas introduit,Rotavirus was not introduced,NA
5002,ecv2020,5002,La programmation des prestataires,Service provider scheduling,NA
5003,ecv2020,5003,VOYAGE  DE LA MERE,MOTHER'S TRIP,NA
5004,ecv2022,5004,LE DEPLACEMENT DU A LA GUERRE,THE DISPLACEMENT DUE TO THE WAR,NA
5005,ecv2021,5005,Le dece  de son  pere,The death of his father,NA
5006,ecv2020,5006,IL ATTEND SON DERNIER RDV,HE IS WAITING FOR HIS LAST APPOINTMENT,NA
5007,ecv2022,5007,ACTIVITÉS CHAMPÊTRE,Rural Activities,NA
5008,ecv2020,5008,Ce la p�riode qu'il faut se donner au champs,This is the time to give oneself in the field.,NA
5009,ecv2020,5009,ELLE  N A PAS ENCORE ATTEINT 9 MOIS,SHE HAS NOT YET REACHED 9 MONTHS,NA
5010,ecv2020,5010,NOUS AVONS REFUS� DE DONNER LE VACCIN � NOTRE ENFANT,WE REFUSED TO GIVE THE VACCINE TO OUR CHILD,NA
5011,ecv2020,5011,VU A LA FERME DE KATEMA,SEEN AT KATEMA FARM,NA
5012,ecv2020,5012,�tant physique de la m�re,Mother's physical condition,NA
5013,ecv2021,5013,MUTATION DES PARENTS,PARENTS' TRANSFER,NA
5014,ecv2021,5014,IMPOSSIBILITE D’OUVRIR LE FLACON,IMPOSSIBILITY TO OPEN THE BOTTLE,NA
5015,ecv2020,5015,L'enfant � encore 8 mois,The child is 8 months old.,NA
5016,ecv2022,5016,NOMBREUX DEPLACEMENT,NUMEROUS TRIPS,NA
5017,ecv2022,5017,PEUR DE COVID,FEAR OF COVID,NA
5018,ecv2021,5018,VACCINS NON MENTIONNE SUR LA CARTE MAIS MERE RECONNAIT QUE L ENFANT A EU TOUS CES VACCINS,VACCINES NOT MENTIONED ON THE CARD BUT MOTHER RECOGNIZES THAT THE CHILD HAS HAD ALL THESE VACCINES,NA
5019,ecv2020,5019,OUBLIE DE L'INFIRMIER,Nurse's Oversight,NA
5020,ecv2021,5020,ABSEN E DE LA MÈRE GARDIENNE,ABSENCE OF THE GUARDIAN MOTHER,NA
5021,ecv2020,5021,A pass� tout son temps au champs,He spent all his time in the fields.,NA
5022,ecv2020,5022,LE PAPA DE L ENFANT GRAVEMENT  MALADE,THE FATHER OF THE SERIOUSLY ILL CHILD,NA
5023,ecv2020,5023,PAS DE SEANCE DE VACCINATION ORGANISEE PAR LA STRUCTURE,NO VACCINATION SESSION ORGANIZED BY THE STRUCTURE,NA
5024,ecv2020,5024,PAS D'HABITATION FIXE,NO FIXED ABODE,NA
5025,ecv2020,5025,PEUR,FEAR,NA
5026,ecv2020,5026,Les dates invalides,Invalid dates,NA
5027,ecv2020,5027,D�PLACEMENT DE L'ENFANT,CHILD DISPLACEMENT,NA
5028,ecv2020,5028,N'A PAS ENCORE ATTEINT 9MOIS,HAS NOT YET REACHED 9 MONTHS,NA
5029,ecv2020,5029,LE MARI N'AIME PAS,The husband does not love.,NA
5030,ecv2020,5030,DEPLACEMENT DE  LA MERE,MOVEMENT OF THE MOTHER,NA
5031,ecv2022,5031,DECES DE SA MERE,DEATH OF HIS MOTHER,NA
5032,ecv2020,5032,Henriette n'a pas encore totalis� les 9 mois r�volus.,Henriette has not yet completed the full 9 months.,NA
5033,ecv2021,5033,MERE DECEDEE,DECEASED MOTHER,NA
5034,ecv2022,5034,PERTE DE LA CARTE,LOSS OF THE CARD,NA
5035,ecv2022,5035,LA STRUCTURE  FERME A CAUSE DE LA GREVE,THE FACILITY IS CLOSED DUE TO THE STRIKE,NA
5036,ecv2020,5036,MES PR�C�DENTS ENFANTS R�AGISSAIENT MAL AUX VACCINS,MY PREVIOUS CHILDREN REACTED BADLY TO THE VACCINES,NA
5037,ecv2022,5037,ABSENCE DE PRISE EN CHARGE DES EFFETS SECONDAIRES DES VACCINS,LACK OF COVERAGE FOR VACCINE SIDE EFFECTS,NA
5038,ecv2021,5038,ROTA 1TET2 non mentionnés,ROTA 1TET2 not mentioned,NA
5039,ecv2020,5039,Les s�ances de vaccination ne sont pas encore organismes,Vaccination sessions have not been organized yet.,NA
5040,ecv2020,5040,Mouvement des parents de l'enfant,Movement of the child’s parents,NA
5041,ecv2020,5041,Quand nous allons aux r�unions de congr�gation et qu'on vaccine apr�s nous.,When we go to congregation meetings and get vaccinated afterwards.,NA
5042,ecv2022,5042,VACCINE MAIS PAS INSCRIT SUR LA  CARTE,VACCINE BUT NOT LISTED ON THE CARD,NA
5043,ecv2022,5043,CS DEMANDE L'ARGENT POUR GÉRER LES EFFETS SECONDAIRES DUS AU VACCIN,CS ASKS FOR MONEY TO MANAGE SIDE EFFECTS DUE TO THE VACCINE,NA
5044,ecv2021,5044,IL N'Y A PAS DE CENTRE DE SANTÉ  AU PÂTURAGE,THERE IS NO HEALTH CENTER AT THE PASTURE,NA
5045,ecv2021,5045,PARENT DEPLACE,DISPLACED PARENT,NA
5046,ecv2020,5046,PAS D OSTACLE SAUF QUE LA CARTE ET PERDUE,NO OBSTACLE EXCEPT THAT THE MAP IS LOST,NA
5047,ecv2020,5047,Je n'ai pas assez du temps.,I don't have enough time.,NA
5048,ecv2020,5048,Il aura au 9ieme mois,He will be in the 9th month,NA
5049,ecv2020,5049,A CAUSE DU VOYAGE DE SA MERE,BECAUSE OF HIS MOTHER'S TRIP,NA
5050,ecv2020,5050,MANQUE DE 500,LACK OF 500,NA
5051,ecv2020,5051,VAA ET VAR POUR DEMAIN LE 20/10/2020,VAA AND VAR FOR TOMORROW 10/20/2020,NA
5052,ecv2020,5052,L ENFANT EST NE AILLEURS,The child was born elsewhere.,NA
5053,ecv2020,5053,M�RE INDISPONIBLE,MOTHER UNAVAILABLE,NA
5054,ecv2022,5054,OUBLIE,FORGET,NA
5055,ecv2021,5055,APRÈS INJECTION DU VACCIN MON ENFANT EST TOMBE MALADE ET J AI JUGE BON D ARRÊTER LA VACCINATION,AFTER THE VACCINE INJECTION MY CHILD FELL ILL AND I CONSIDERED IT BEST TO STOP THE VACCINATION,NA
5056,ecv2020,5056,"CALENDRIER VACCINAL EN COURS,  LA M�RE AVAIT VOYAG�","CURRENT VACCINATION SCHEDULE, THE MOTHER HAD TRAVELED",NA
5057,ecv2021,5057,FAIBLESSE DE PARENT,Weakness of Parent,NA
5058,ecv2021,5058,SEPARATION DE LA MERE DE L'EMFANT ET SON MARI ET LA MERE GARDIENNE RWTOUNNE AU VILLAGE DE SA MERE CREANT UN DEPLACEMENT DE LA MERE GARDIENNE,SEPARATION OF THE MOTHER OF THE CHILD FROM HER HUSBAND AND THE CUSTODIAN MOTHER RETURNS TO HER MOTHER'S VILLAGE CREATING A DISPLACEMENT OF THE CUSTODIAN MOTHER,NA
5059,ecv2021,5059,HANDICAP PHYSIQUE DE LA MERE,PHYSICAL HANDICAP OF THE MOTHER,NA
5060,ecv2020,5060,CALEBDRIER ENCOURS,ONGOING TIMELINE,NA
5061,ecv2020,5061,Ennuie de se rendre au centre de sant�,Annoyance about going to the health center,NA
5062,ecv2020,5062,La maman �tait absente lors de la vaccination,The mother was absent during the vaccination.,NA
5063,ecv2020,5063,DEPLACEMENT DES PARENTS,PARENTS' MOVEMENTS,NA
5064,ecv2022,5064,ENFANT VACCINE EN ANGOLA,CHILD VACCINATED IN ANGOLA,NA
5065,ecv2022,5065,BCG NON ADMINISTRE,BCG NOT ADMINISTERED,NA
5066,ecv2021,5066,SEANCE  NON  CONNUE  PAR LA MERE,SESSION UNKNOWN TO THE MOTHER,NA
5067,ecv2021,5067,Refoulement,Pushback,NA
5068,ecv2020,5068,DECOURAGEMENT SUITE AU DECES DU PERE DE L'ENFANT,Discouragement following the death of the child's father,NA
5069,ecv2020,5069,Les deplacements de la m�re,The movements of the mother,NA
5070,ecv2020,5070,DEPLACEMENT DE LA MERE DE L'ENFANT,MOVEMENT OF THE CHILD'S MOTHER,NA
5071,ecv2020,5071,NABOSANAKI,NABOSANAKI,NA
5072,ecv2020,5072,M�re dans le campement,Mother in the camp,NA
5073,ecv2020,5073,REFUS DE REPONDRE,REFUSAL TO RESPOND,NA
5074,ecv2020,5074,M�re en voyage,Mother on a trip,NA
5075,ecv2021,5075,DÉPLACEMENT DE LA MÈRE ET SON ENFANT,MOVEMENT OF THE MOTHER AND HER CHILD,NA
5076,ecv2020,5076,A CAUSE DES SORTIE ALA RECHERCHE DE MARCHANDISES A MBUJI MAYI,DUE TO TRIPS IN SEARCH OF GOODS IN MBUJI MAYI,NA
5077,ecv2020,5077,CELA EST DU A SON AGE IL N A QUE SIX MOIS,THIS IS DUE TO HIS AGE; HE IS ONLY SIX MONTHS OLD,NA
5078,ecv2021,5078,LA MEME RAISON,The same reason,NA
5079,ecv2021,5079,CHANGEMENT MILLIERS,THOUSANDS CHANGE,NA
5080,ecv2021,5080,VOYAGE Â KINSHASA,TRIP TO KINSHASA,NA
5081,ecv2020,5081,On avait un petit probl�me dans le village.,We had a little problem in the village.,NA
5082,ecv2020,5082,L'oublie et la paresse,Forgetfulness and laziness,NA
5083,ecv2020,5083,COMMERCE DE LA MERE,MOTHER’S TRADE,NA
5084,ecv2020,5084,HABITENT DANS LES IL� POUR RAISONS DE PECHE,LIVE ON THE ISLAND FOR FISHING REASONS,NA
5085,ecv2020,5085,APR�S LA MORT D'UN ENFANT BIEN VACCIN�,AFTER THE DEATH OF A WELL-VACCINATED CHILD,NA
5086,ecv2020,5086,INTOXICATION,Intoxication,NA
5087,ecv2020,5087,Rupture RN rotavirus au niveau de antenne et reste la derni�re dose de VAA etVAR,Rotavirus RN rupture at the antenna level and remains the last dose of VAA and VAR,NA
5088,ecv2020,5088,Enfant pas encore 9 mois,Child not yet 9 months old,NA
5089,ecv2020,5089,FAUTE DES MOYENS DE TRANSPORT,LACK OF MEANS OF TRANSPORTATION,NA
5090,ecv2022,5090,DEPLACEMENT DE LA MERE ET L ENFANT AU CHAMP,MOVEMENT OF THE MOTHER AND CHILD TO THE FIELD,NA
5091,ecv2021,5091,NE CROIS PAS A LA VACCINATION LES INJECTIONS,DON'T BELIEVE IN VACCINATION INJECTIONS,NA
5092,ecv2022,5092,REFUS DE PAPA,Refusal from Dad,NA
5093,ecv2022,5093,GREVE DE CORPS SOIGNANTS 2021,HEALTHCARE WORKERS' STRIKE 2021,NA
5094,ecv2020,5094,DEPLACEMENT DES PARE'NTS,PARENTS' MOVEMENT,NA
5095,ecv2020,5095,D�PLACEMENT EN FAMILLE,FAMILY TRIP,NA
5096,ecv2022,5096,ABSENT,Absent,NA
5097,ecv2020,5097,ENFANT NEE EN OUGANDA ET BLOQU�E LORS DE CONFINEMENT,CHILD BORN IN UGANDA AND STUCK DURING LOCKDOWN,NA
5098,ecv2020,5098,OCCUP� AUX TRAVAUX  CHAMP�TRES,BUSY WITH FIELD WORK,NA
5099,ecv2020,5099,D�plac� de guerre,War displaced person,NA
5100,ecv2022,5100,VOYAGE DES PARENTS KINDU VERS KISANGANI,PARENTS' JOURNEY FROM KINDU TO KISANGANI,NA
5101,ecv2020,5101,MULTIPLE DEPLACEMENT DE LA MERE,MULTIPLE DISPLACEMENTS OF THE MOTHER,NA
5102,ecv2020,5102,PAS DE SEANCE DE VACCINATION ORGANISEE DEPUIS LE DEBUT DE COVID,NO VACCINATION SESSION ORGANIZED SINCE THE START OF COVID,NA
5103,ecv2020,5103,AGE ENCORE MOIN,Even younger,NA
5104,ecv2020,5104,M�re absente lors d'une seance,Mother absent during a session,NA
5105,ecv2021,5105,NOUS ÉTIONS AU CHAMP,WE WERE IN THE FIELD,NA
5106,ecv2022,5106,PAS VACCINE,NOT VACCINATED,NA
5107,ecv2021,5107,ATTENDS RENDEZ VOUS,WAITING FOR APPOINTMENT,NA
5108,ecv2022,5108,Site de vaccination dans le village en conflits avec le notre,Vaccination site in the village in conflict with ours,NA
5109,ecv2021,5109,CONFINEMEMNT,LOCKDOWN,NA
5110,ecv2020,5110,Nous �tions une fois � la campagne,We were once in the countryside,NA
5111,ecv2022,5111,LA MERE ETAIT AU CHAMPS AVEC ENFANT,THE MOTHER WAS IN THE FIELDS WITH THE CHILD,NA
5112,ecv2022,5112,INFIRMIERE MALADE,SICK NURSE,NA
5113,ecv2020,5113,MERE DE L'ENFANT PASSE PLUS LE TEMPS AU CHAMP LOIN DU CENTRE,MOTHER OF THE CHILD SPENDS MOST OF HER TIME IN THE FIELD FAR FROM THE CENTER,NA
5114,ecv2022,5114,LA MERE EST  À  KIN,THE MOTHER IS IN KIN,NA
5115,ecv2020,5115,L ENFANT N A PAS ATTEINT 9 MOIS,THE CHILD HAS NOT REACHED 9 MONTHS,NA
5116,ecv2020,5116,L'enfant n'a pas encore atteint 9 pour recevoir VAR,The child has not yet turned 9 to receive VAR.,NA
5117,ecv2020,5117,CALENDRIE VACCINAL EN COURS,CURRENT VACCINATION SCHEDULE,NA
5118,ecv2020,5118,Le demenagement,The move,NA
5119,ecv2021,5119,DEPLACEMENT  A LA FERME,TRIP TO THE FARM,NA
5120,ecv2021,5120,NOUS RESTONS BEAUCOUP DANS LA FORÊT,WE STAY A LOT IN THE FOREST,NA
5121,ecv2022,5121,NOMBRE D'ENFANTS NON ATTEINT POUR L'OUVERTURE DU FLACON DE VAR,NUMBER OF CHILDREN NOT REACHED FOR VIAL OPENING OF VAR,NA
5122,ecv2020,5122,S�paration des parents,Parental separation,NA
5123,ecv2021,5123,A CAUSE DE VOYAGES REPETES,DUE TO REPEATED TRAVEL,NA
5124,ecv2020,5124,VOYAGE � KINSHASA,TRIP TO KINSHASA,NA
5125,ecv2022,5125,DEPLACEMENT DE TOUTE LA FAMMILLE,MOVE OF THE WHOLE FAMILY,NA
5126,ecv2020,5126,NOUS VIVONS AU CHAMPS,WE LIVE IN THE FIELDS,NA
5127,ecv2022,5127,DÉMÉNAGEMENT DE PARENTS,PARENTS' MOVE,NA
5128,ecv2020,5128,ENFANTS PAS AMENE,CHILDREN NOT BROUGHT,NA
5129,ecv2022,5129,DEPLACEMENT DU MENAGEVERS UN AUTRE VILLAGE,HOUSEHOLD MOVE TO ANOTHER VILLAGE,NA
5130,ecv2020,5130,"L' enfant �tait malade, amen� � kananga pour le soins","The child was sick, taken to Kananga for treatment.",NA
5131,ecv2021,5131,DATE NON MENSIONNEE,DATE NOT MENTIONED,NA
5132,ecv2020,5132,"D�placement de la m�re dans la ville,il ya de cela 13mois","Mother's move to the city, 13 months ago.",NA
5133,ecv2020,5133,DOCHA n'a eu qu'un vaccin depuis la naissance,DOCHA has only had one vaccine since birth.,NA
5134,ecv2021,5134,VPO NON A LA NAISSANCE,VPO NO AT BIRTH,NA
5135,ecv2022,5135,FAIBLESSES D'ALLE,WEAKNESSES OF ALLE,NA
5136,ecv2022,5136,DEPLACEMENT DES PARENTS VERS KAMBOVE,PARENTS TRAVELING TO KAMBOVE,NA
5137,ecv2020,5137,L'infirmier a dit c'est termin� pour l'enfant,The nurse said it is over for the child.,NA
5138,ecv2021,5138,MALADIE DE LA MERE,MOTHER'S DISEASE,NA
5139,ecv2021,5139,L'ENFANT N'A ENCORE ATTEINTE L'AGE DE 9MOIS,The child has not yet reached the age of 9 months.,NA
5140,ecv2020,5140,J'�tais en d�placement pour le deuil.,I was traveling for the mourning.,NA
5141,ecv2021,5141,REFUS DE DONNER LES VACCINS A DEUX REPRISES,REFUSAL TO GIVE VACCINES ON TWO OCCASIONS,NA
5142,ecv2021,5142,EN VOYAGE PROPOSE PRENDRE LE VACCIN LA SEMAINE PROCHAINE,"WHILE TRAVELING, PLAN TO GET THE VACCINE NEXT WEEK",NA
5143,ecv2020,5143,PROBL�ME DE CONFINEMENT,LOCKDOWN PROBLEM,NA
5144,ecv2020,5144,Nous suivons le programme du centre,We follow the center's program.,NA
5145,ecv2020,5145,M�RE OCCUP�E PAR DES TRAVAUX CHAMP�TRES,MOTHER OCCUPIED WITH FARM WORK,NA
5146,ecv2022,5146,"LE VOYAGE, NOIS AVONS VOYAGE POUR VENIR ICI A ANGAMAPASA","THE JOURNEY, WE TRAVELED TO COME HERE TO ANGAMAPASA",NA
5147,ecv2022,5147,NÉGLIGENCE DE LA MÈRE,Mother's Negligence,NA
5148,ecv2021,5148,LA MAMAN  EN DÉPLACEMENT,THE MOTHER ON THE MOVE,NA
5149,ecv2022,5149,RUPTURE EN STOCK,OUT OF STOCK,NA
5150,ecv2022,5150,LA GREVE,THE STRIKE,NA
5151,ecv2021,5151,NOUS RESTONS SOUVENT AU CAMPEMENT POUR LES TRAVAUX CHAMPETRE,WE OFTEN STAY AT THE CAMP FOR FIELD WORK,NA
5152,ecv2020,5152,BIARIDI. n'a pas encore totalis� 9 mois pour recevoir le VAR et VAA.,BIARIDI has not yet totaled 9 months to receive the VAR and VAA.,NA
5153,ecv2020,5153,PAS D'INFORMATIIN SUR LA VACCINATION DE ROUTINE,NO INFORMATION ON ROUTINE VACCINATION,NA
5154,ecv2020,5154,PAS DE TEMPS D'ALLER AU CENTRE,NO TIME TO GO TO THE CENTER,NA
5155,ecv2020,5155,VOYAGE DES PARENTS SUITE A LA MALADIE DE SON PERE,PARENTS' TRIP FOLLOWING HIS FATHER'S ILLNESS,NA
5156,ecv2021,5156,MANQUE DE COURAGE POUR AMENER L'ENFANT LA VACCINATION,LACK OF COURAGE TO TAKE THE CHILD FOR VACCINATION,NA
5157,ecv2020,5157,MAWAZO A ENCORE 6MOIS,MAWAZO HAS 6 MONTHS LEFT,NA
5158,ecv2020,5158,Vaccination en cours coupl� � la crainte de d�velopper les autres maladies avant 4 mois.,Ongoing vaccination coupled with the fear of developing other diseases within 4 months.,NA
5159,ecv2020,5159,ENFANT EN COUR DE VACCINATION,CHILD IN THE PROCESS OF VACCINATION,NA
5160,ecv2020,5160,POUR RAISON DE DEPLACEMENT,DUE TO RELOCATION,NA
5161,ecv2021,5161,A cause de la greve des infermiers,Due to the nurses' strike,NA
5162,ecv2020,5162,L'enfant na pas totalis� l'�ge pour d'autre vaccin,The child has not reached the age for another vaccine.,NA
5163,ecv2020,5163,RUPTURE ROTA et ATTENTE DU VAA et VAR,RUPTURE ROTA and AWAITING VAA and VAR,NA
5164,ecv2020,5164,Le papa n'aime n'a pas des raison,The dad does not have reasons.,NA
5165,ecv2020,5165,OUBLI LE RENDEZ-VOUS FIXE SUITE AUX OCCUPATIONS FAMILIALES,FORGET THE SCHEDULED APPOINTMENT DUE TO FAMILY OBLIGATIONS,NA
5166,ecv2021,5166,REFUS DESTUTEURS,REJECTION OF BORROWERS,NA
5167,ecv2022,5167,MERE ET L ENFANT AU CHAMP PENDANT UN LONG MOMENT,MOTHER AND CHILD IN THE FIELD FOR A LONG TIME,NA
5168,ecv2020,5168,VACCIN ROTAVIRUS N'ETAIT PAS DISPONIBLE A L'EPOQUE,ROTAVIRUS VACCINE WAS NOT AVAILABLE AT THE TIME,NA
5169,ecv2020,5169,Je voyage trop avec lui,I travel too much with him.,NA
5170,ecv2022,5170,NEGLUGENCE DE LA MERE,NEGLIGENCE OF THE MOTHER,NA
5171,ecv2021,5171,CONFLIT TWA ET BANTU,CONFLICT BETWEEN TWA AND BANTU,NA
5172,ecv2020,5172,L'enfant suit encore ses vaccins car il a 7mois.,The child is still following his vaccinations because he is 7 months old.,NA
5173,ecv2021,5173,LA MERE A VOYAGE AVEC L'ENFANT,THE MOTHER TRAVELED WITH THE CHILD,NA
5174,ecv2020,5174,ME RETROUVE SURCHARGER,I FIND MYSELF OVERWHELMED,NA
5175,ecv2021,5175,LES VACCINS DONNE DES MALADIES,VACCINES CAUSE DISEASES,NA
5176,ecv2020,5176,A CAUSE DE NOTRE DEPLACEMENT DE LIKASI VERS LUBUMBASHI,DUE TO OUR MOVE FROM LIKASI TO LUBUMBASHI,NA
5177,ecv2020,5177,INDISPONIBLE,Unavailable,NA
5178,ecv2020,5178,LES PARENTS DES ENFANTS RESTENT DANS LES CAMPEMENTS,THE PARENTS OF THE CHILDREN STAY IN THE CAMPS,NA
5179,ecv2020,5179,"Leur papa  m'a laisser avec la grossesse alors je 
me suis donner seulement aux travaux des champs","Their father left me with the pregnancy, so I dedicated myself solely to farm work.",NA
5180,ecv2022,5180,PARESSE DE LA MERE,MOTHER'S LAZINESS,NA
5181,ecv2021,5181,PAS DE CONFIANCE AUX PRESTATAIRES AYANT DES CAMPS POLITIQUE DIFFÉRENTS QUE LES PARENTS,NO TRUST IN SERVICE PROVIDERS WITH DIFFERENT POLITICAL CAMPS THAN THE PARENTS,NA
5182,ecv2020,5182,Calendrier de  vaccination en cours,Current vaccination schedule,NA
5183,ecv2020,5183,VA CCIN EN  COURS,VACCINE IN PROGRESS,NA
5184,ecv2021,5184,A CAUSE DEPLACEMENT,DUE TO DISPLACEMENT,NA
5185,ecv2020,5185,MERE EN VOYAGE,MOTHER ON A TRIP,NA
5186,ecv2021,5186,DÉPLACEMENTS DES PARENTS,Parents' Movements,NA
5187,ecv2020,5187,DISPUTE AVEC SON MARI,DISPUTE WITH HER HUSBAND,NA
5188,ecv2021,5188,PAS MENTIONNE,NOT MENTIONED,NA
5189,ecv2022,5189,A ACOUCHE A LA MAISON ET NE CONNAISSANT PAS IMPORTANCE  DE LA VACCINATION,GAVE BIRTH AT HOME AND DOESN'T KNOW THE IMPORTANCE OF VACCINATION,NA
5190,ecv2020,5190,Enfant attend le 1er d�cembre pour recevoir ce qui lui manque,Child waits for December 1st to receive what they are missing.,NA
5191,ecv2022,5191,PAS NOTE,NOT GRADED,NA
5192,ecv2020,5192,"Apr�s quelques s�ances de vaccination que l'enfant avait benefici�es, � chaque fois il y'a eu de fortes fi�vres, voil� le motif d'interruption","After several vaccination sessions that the child had received, each time there were high fevers, hence the reason for stopping.",NA
5193,ecv2021,5193,Personnel en greve depuis plus de 4 mois,Staff on strike for over 4 months,NA
5194,ecv2020,5194,LE CS N'ORGANISE PLUS LES STRATEGIES AVANCEES,The CS NO LONGER ORGANIZES ADVANCED STRATEGIES,NA
5195,ecv2020,5195,PAR ENNUIE,BY BOREDOM,NA
5196,ecv2021,5196,MERE EN VOYAGE DANS LA BROUSSE,MOTHER ON A JOURNEY IN THE BUSH,NA
5197,ecv2020,5197,L'ENFANT N'AS PAS ENCORE ATTEINT 9MOIS,THE CHILD HAS NOT YET REACHED 9 MONTHS,NA
5198,ecv2020,5198,TRES OCCUPE AU CHAMPS,VERY BUSY IN THE FIELDS,NA
5199,ecv2020,5199,LA FAMILLE EN D�PLACEMENT,THE FAMILY ON THE MOVE,NA
5200,ecv2021,5200,GREVE DES INFIRMIERS ET MÈRE OCCUPÉE,Nurses' Strike and Busy Mother,NA
5201,ecv2020,5201,RENDEZ-VOUS MANQU� POUR LE VACCIN DE 9MOIS,MISSED APPOINTMENT FOR 9-MONTH VACCINE,NA
5202,ecv2022,5202,NON INFORMATION DE LA GRATUITE DE LA VACCINATION,NO INFORMATION ABOUT THE FREE VACCINATION,NA
5203,ecv2020,5203,REFUS DE SA MERE,REFUSAL FROM HIS MOTHER,NA
5204,ecv2020,5204,D�PLACEMENT A CAUSE DU CORONA VIRUS,TRAVEL RESTRICTIONS DUE TO THE CORONAVIRUS,NA
5205,ecv2020,5205,La maman a estime que son enfant avait d�j� fini son calendrier vaccinal,The mother believed that her child had already completed their vaccination schedule.,NA
5206,ecv2020,5206,EPOUX MALADE,Sick Husband,NA
5207,ecv2021,5207,DE DÉPLACEMENT,OF MOVEMENT,NA
5208,ecv2022,5208,MÈRE DE D'ENFANT TRÈS MALADE,MOTHER OF VERY SICK CHILD,NA
5209,ecv2020,5209,L'enfant est � cour de vaccination,The child is due for vaccination,NA
5210,ecv2020,5210,n�gligence de m�re,mother's negligence,NA
5211,ecv2022,5211,CHAINE DE FROID EN PANNE,COLD CHAIN FAILURE,NA
5212,ecv2021,5212,SON PAPA REFUSE,HIS DAD REFUSES,NA
5213,ecv2020,5213,ABSENCE DES PARENTS POUR LES ACTIVIT�S DE SURVIE,PARENTS' ABSENCE FOR SURVIVAL ACTIVITIES,NA
5214,ecv2020,5214,EMPECHEMENT,Impediment,NA
5215,ecv2020,5215,l'�ge de l'enfant,the child's age,NA
5216,ecv2020,5216,Suit son calendrier qui est en cours et reste avec la dernier dose .,Follows their current schedule and stays with the final dose.,NA
5217,ecv2020,5217,Vaccin absent,Vaccine unavailable,NA
5218,ecv2020,5218,"Sortie intempestive pour le salaire � kindu,","Unexpected trip for the salary in Kindu,",NA
5219,ecv2020,5219,L'enfant compl�tement vaccin� mais la m�re a de la confusion quant au nombre de fois qu'un vaccin a �t� administr�.,"The child is fully vaccinated, but the mother is confused about the number of times a vaccine has been administered.",NA
5220,ecv2020,5220,IGNORENCE DE L EXISTENCE DES VACCINS DE ROUTUNE,IGNORANCE OF THE EXISTENCE OF ROUTINE VACCINES,NA
5221,ecv2022,5221,"LA MAMAN S EST ACCOUCHE AU VILLAGE KAMIKOLO,OU ELLE ETAIT PARTI FAIRE LE CHAMP,VILLAGE DEPOURVU DE SERVICE DE VACCINATION","THE MOTHER GAVE BIRTH IN THE VILLAGE OF KAMIKOLO, WHERE SHE HAD GONE TO WORK IN THE FIELD, A VILLAGE WITHOUT VACCINATION SERVICES.",NA
5222,ecv2020,5222,L'ENFANT N'EST PAS A L'AGE DE RECEVOIR D'AUTRE VACCIN,THE CHILD IS NOT OLD ENOUGH TO RECEIVE ANOTHER VACCINE,NA
5223,ecv2021,5223,N'A PAS EU LE RENDEZ-VOUS,DID NOT HAVE THE APPOINTMENT,NA
5224,ecv2021,5224,CARTE CHEZ SON PERE,CARD AT HIS FATHER'S PLACE,NA
5225,ecv2020,5225,D�placement de la m�re du village vers Kisangani,Journey of the mother from the village to Kisangani,NA
5226,ecv2022,5226,DÉPLACEMENT  DU MENAGE (LES PÊCHEURS  QUI CHANGENT  LES CAMPEMENTS),MOVEMENT OF THE HOUSEHOLD (FISHERMEN WHO CHANGE CAMPSITES),NA
5227,ecv2022,5227,LA PARESSE DE LA MAMAN,The Laziness of the Mother,NA
5228,ecv2022,5228,Le rendez-vous est arrivé l'enfant en voyage,The appointment arrived the child on a trip,NA
5229,ecv2020,5229,L'enfant est compl�tement vaccin�  le vaccin  rotavirus est arrive peu apr�s la fin du calendrier vaccinal chez l'enfant.,The child is fully vaccinated; the rotavirus vaccine arrived shortly after the end of the vaccination schedule for children.,NA
5230,ecv2020,5230,ROBERT n'a pas encore totalis� 9 mois pour recevoir VAR et VAA.,ROBERT has not yet completed 9 months to receive VAR and VAA.,NA
5231,ecv2020,5231,IGNORANCE DE L'IMPORTANCE DE VACCINATION,IGNORANCE OF THE IMPORTANCE OF VACCINATION,NA
5232,ecv2022,5232,PAS DE MOYEN POUR FAIRE VACCINER L ENFANT,NO WAY TO VACCINATE THE CHILD,NA
5233,ecv2022,5233,LOURDEUR DE LA MERE,Heaviness of the Mother,NA
5234,ecv2022,5234,VOYAGE OPIENGE VISITE FAMILIALE,Opienga Trip Family Visit,NA
5235,ecv2020,5235,�ge inf�rieur � l'�ge de 9 mois,Age less than 9 months,NA
