survey,random_order,reason,translation,roy_categorized
ecv2020,5386,LES PARENTS SONT OBLIG�S DE PAYER POUR QUE L'ENFANT VACCIN� PUISSE B�N�FICIER DES SOINS SUITE � LA FI�VRE CAUS�E PAR LE VACCIN,,
ecv2020,5387,MA PARESSE,,
ecv2021,5388,PEUR DE COVID19,,
ecv2020,5389,"AU COURS DE 2019, LE TERRITOIRE DE MAHAGI A CONNU LA GREVE DES INFIRMIERS QUI A FAIT QUE BEAUCOUP D'ENFANTS N'ONT PAS TERMIN� LE CALENDRIER",,
ecv2020,5390,La Guerre,,
ecv2021,5391,LE MENAGE ETAIT EN DEPLACEMENT DANS UN ILOT OÙ LES VACCINATEURS N'ARRIVENT PAS,,
ecv2020,5392,Pas encore atteint 9 mois,,
ecv2020,5393,RUPTURE DU VACCIN,,
ecv2022,5394,LA MAMAN ETAIS AU CHAMP,,
ecv2020,5395,M�RE EN D�PLACEMENT LORS DES DIFFERENTS RENDEZ-VOUS,,
ecv2021,5396,LA MERE S'EST DEPLACEE AVEC L'ENFANT,,
ecv2020,5397,� cause de Coronavirus,,
ecv2020,5398,VOYAGE A L INTERIEUR,,
ecv2022,5399,FAMILLE ABSENT POUR UNE LONGUE DUREE,,
ecv2020,5400,Crainte EBOLA,,
ecv2021,5401,VOYAGE POUR MBANDAKA,,
ecv2021,5402,TRAVAUX CHAMPETRES DANS LE CAMPEMENT,,
ecv2021,5403,NEGLIGEANCE  DE  LA MERE,,
ecv2020,5404,PAS RE�U AUTRES VACCINS,,
ecv2020,5405,RESTE LES DERNIERS VACCINS,,
ecv2022,5406,INSÉCURITÉ,,
ecv2020,5407,MERE TROP OCCUP�,,
ecv2021,5408,CS ÉTAIT  FERMER,,
ecv2020,5409,Demandons � sa maman,,
ecv2021,5410,DEMEBAGEMENT,,
ecv2020,5411,LE JOUR DE RENDEZ J'ETAIS ABSENTE,,
ecv2022,5412,MUTATIONDUTRAVAILDUPERE,,
ecv2020,5413,J ETAI OCCUPE AVEC DES TRAVAUX,,
ecv2021,5414,DÉPLACEMENT  VERS  L’ANGOLA,,
ecv2021,5415,COVID 19,,
ecv2020,5416,"La m�re �tait absente de la ville, dans la ferme o� elle �tait vaccinateurs ne passaient pas.",,
ecv2022,5417,DEPLACE,,
ecv2020,5418,Le vaccin donne des maladies.,,
ecv2022,5419,TRAVAUX DE CHAMP,,
ecv2020,5420,LA MAMAN PASSE SON TEMP AU CHANP,,
ecv2021,5421,SON GRAND PERE N'AIME PAS LA VACCINATION,,
ecv2020,5422,DEPLACEMENT DE LA MERE AVEC SON ENFANT A LA PECHE,,
ecv2020,5423,"L'enfant a moins de 9 mois,donc elle n'a pas encore atteint son calendrier.",,
ecv2021,5424,MÈRE TOUJOURS AU CHAMPS,,
ecv2021,5425,Deplacement de la mère,,
ecv2020,5426,Pass� un bon moment au campement,,
ecv2020,5427,LES TRAVAUX DE CHAMPS QUI NOUS OCCUPENT LE PLUS,,
ecv2020,5428,N�GLIGENCE DE LA MERE,,
ecv2022,5429,CARTE PERDUE,,
ecv2020,5430,Suite a la maladie de l'enfant qu'elle n' a pas pu revenir les doses suvantes,,
ecv2020,5431,Elle avait oublie la date du rendez vous,,
ecv2022,5432,VACCINE SELON LA DELARATION DE SA MERE MAIS NON MENTIONNE DANS LA CARTE,,
ecv2022,5433,RUPTURE DE STOCK  VPO 0,,
ecv2021,5434,DÉPLACEMENT DE LA MERE AVEC SON ENFANT,,
ecv2020,5435,MAMAN EN CEINTE NON DISPONIBLE,,
ecv2021,5436,LE CS EST FERMÉ,,
ecv2022,5437,DÉPLACEMENT DE GUERRE LA GUERRE,,
ecv2020,5438,MANQUE DU RESPECT ENVERS LA POPULATION PAR LE PERSONEL SOIGNANT,,
ecv2022,5439,LA MERE ETAIT A LA CARIERE DE MINERAIES,,
ecv2020,5440,ACCOUCHEMENT  �  DOMICILE,,
ecv2020,5441,A peine de sortir du campement,,
ecv2020,5442,PARENT EN VOYAGE,,
ecv2021,5443,NEBLIGENCE,,
ecv2021,5444,L’ENFANT A REÇU TOUS LES VACCINS MAIS RIEN N'EST MENTIONNÉ SUR LA FICHE,,
ecv2020,5445,L �ge de l enfant,,
ecv2022,5446,VOYAGE OF,,
ecv2021,5447,LES AGENTS CHARGÉ DE LA VACCINATION EN GRÈVE,,
ecv2020,5448,La paresse de la m�re,,
ecv2020,5449,LA M�RE DE l'ENFANT �TAIT EN VOYAGE LE JOUR DU RENDEZ-VOUS,,
ecv2022,5450,SORTIE INTEMPESTIVE AU CAMPEMENTS,,
ecv2022,5451,Vacciné HAS et il n'y a pas de preuve que l'enfant est completement vacciné,,
ecv2021,5452,MUTATION DU PERE,,
ecv2020,5453,D�placement pour la ferme juste apr�s l'accouchement,,
ecv2021,5454,LA MORT DE SON PERE,,
ecv2020,5455,Paresse.,,
ecv2020,5456,NON DISPONIBILIT� POUR RAISON DE SURVIE,,
ecv2020,5457,PAS DE CARTE POUR SE SOUVENIR DE LA DATE DU RENDEZ VOUS DE LA CPS,,
ecv2022,5458,DÉPLACEMENT DES PARENTS,,
ecv2020,5459,LA PARESSE DE LA MERE EST DU A L ABSENCE DES VACCINS,,
ecv2020,5460,"Enfant a moins de 9mois pour le VAR et VAA, le calendrier vaccinal en cours",,
ecv2022,5461,ACHAT FICHE,,
ecv2020,5462,LA VACCNATION ARRIVE DIFFICILEMENT DANS LES ILOTS,,
ecv2020,5463,D�placement vers le champs.,,
ecv2021,5464,NON MENTION DE VACCIN QUE L’ENFANT A REÇU,,
ecv2022,5465,NE SAIS PAS,,
ecv2020,5466,Beaucoup de temps dans le campement,,
ecv2021,5467,SON GRAND PERE REFUSE LE VACCIN,,
ecv2020,5468,Son �ge ne lui permet pas de recevoir tous les vaccins,,
ecv2020,5469,NEGLIGENCE DE LA MERE ET CV EN COURS,,
ecv2020,5470,Attent le troisi�me vaccin,,
ecv2022,5471,PAS ENCORE RECU LES VACCINS DE 9 MOIS,,
ecv2022,5472,DÉPLACEMENT DE MÈRE DE L'ENFANT,,
ecv2021,5473,DÉPLACEMENT DE LA MERE AVEC L ENFANT,,
ecv2022,5474,SEANCE NON ORGANISEE EN AVANCEE,,
ecv2022,5475,Enfant né dans une mine où il n'y avait pas de FOSA et ramené après la mort de son père,,
ecv2020,5476,MA NEGLIGENCE PERSONNELLE,,
ecv2020,5477,M�RE EN D�PLACEMENT LORS DES RENDEZ-VOUS,,
ecv2021,5478,MA RELIGION N ACCEPTE PAS LE VACCIN,,
ecv2020,5479,J ETAIS EN VOYAGE DANS UNE AUTRE PROVINCE,,
ecv2020,5480,NE SAIT PAS QUE L'ENFANT N'EST PAS COMPLETEMENT VACCINE,,
ecv2020,5481,"RUPTURE DE VACCIN, HABITE LES �LO POUR PECHE",,
ecv2020,5482,L'enfant �tait en voyage,,
ecv2020,5483,N�GLIGENCE DELA MAMAN,,
ecv2021,5484,A CAUSE DE LA GREVE,,
ecv2020,5485,L'ENFANT N'A PAS ENCORE L'AGE DE  9MOIS,,
ecv2022,5486,RECHERCHE DES MINERAIS DANS LA FORET TOUTE LA FAMILLE,,
ecv2020,5487,L'infant �tait en d�placement,,
ecv2021,5488,QUAND ON AVAIT VACCINÉ LES AUTRES ENFANTS ILS TOMBE TOUJOURS MALADE AINSI MON MARI A PRIS LA DÉCISION DE NE PLUS FAIRE VACCINER LES ENFANTS.,,
ecv2022,5489,LE FAIT DE VA ET VIENT POUR QUE LES ENFANTS SOIT A POUR OUVRIÈRE LE VACCIN,,
ecv2020,5490,Mon mari �tait en prison et je faisait des d�marches pour qu'il soit lib�r�.,,
ecv2021,5491,NE SAIT PAS POURQUOI,,
ecv2020,5492,Etude,,
ecv2022,5493,TRAVAUX CHAMPETRES,,
ecv2021,5494,ROTA PAS ENCORE INTRODUIT,,
ecv2020,5495,L ENFANT N A PAS ENCORE ATTEINT 9 MOIS,,
ecv2022,5496,OUBLIE DE LA MERE,,
ecv2020,5497,IL A 6 MOIS,,
ecv2020,5498,Y COMPRIS L AGE DE L ENFANT AUSSI,,
ecv2020,5499,LA M�RE MALADE,,
ecv2022,5500,EMPECHEE PAR LA MALADIE DE SON FRERE JUMAUX,,
ecv2020,5501,L' ENFANT A 6 MOIS,,
ecv2020,5502,ENFANT PAS ENCORE 9MOIS,,
ecv2022,5503,PAS DE CONNAÎSSANCE SUR LA VACCINATION DE POUTINE,,
ecv2021,5504,DÉPLACEMENT DE LA MÈRE AVEC SON ENFANT MALADE,,
ecv2020,5505,L'ENFANT EST ENCOURS DE SON CALENDRIER,,
ecv2020,5506,Rota virus non disponible,,
ecv2021,5507,OAS VPO A LA NAISSANCE,,
ecv2020,5508,NEGLIGENCE ET OUBLIE,,
ecv2020,5509,"MARTIN A 8MOIS, IL LUI RESTE SEULEMENT LE VACCIN DE 9MOIS",,
ecv2021,5510,L'ENFANT A RECU LES VACCINS MAIS LES PERSONNELS DE SANTE N'ONT PAS ECRIT.,,
ecv2021,5511,EN DÉPLACEMENT DANS LA FORÊT,,
ecv2021,5512,RUPTURE DES INSTRANTS,,
ecv2021,5513,NEGLIGENCE DE LA MAMAN,,
ecv2020,5514,Rumeurs sur la covid-19 a travers l'audio balanc� par un docteur inconnus,,
ecv2021,5515,INCURSION  DES REBELLES,,
ecv2020,5516,TRAVAUX CHAMP�TRES � PLUSIEURS KILOM�TRES DU CENTRE DE SANT�,,
ecv2022,5517,FUITES DES GROUPES ARMÉS,,
ecv2021,5518,A CAUSE DE PERTE DE LA CARTE DE VACCINATION,,
ecv2020,5519,REPLACEMENT VERS KINSHASA,,
ecv2020,5520,L'�GE,,
ecv2020,5521,"VOYAGE DE LA MAMAN AVEC L,ENFANT",,
ecv2021,5522,Rupture,,
ecv2020,5523,A 6 MOIS,,
ecv2020,5524,L'ENFANT N'A PAS 9MOIS,,
ecv2020,5525,LE NOMBRE INSUFFISANT D ENFANT POUR AVOIR LA VAA ET LE VAR DANS LE CENTRE,,
ecv2020,5526,Nous avons voyag� � l'�quateur,,
ecv2020,5527,DEPLACEMENT DE LA MERE AVEC SON ENFANT AU FLEUVE,,
ecv2020,5528,EN COUR POUR MALADIE,,
ecv2020,5529,"Rumeur sur la Covid-19, les audios circulaient que le vaccin c'est pour coronavirus et �a va tuer les enfants , c'est pourquoi je n'ai pas emmen� mon enfant a la vaccination",,
ecv2020,5530,ELLE VIENT DE BADUDU,,
ecv2021,5531,PAS D'INFORMATIONS,,
ecv2020,5532,HABITANT A L FOR�T,,
ecv2020,5533,PAS DE FRIGO AU CENTRE,,
ecv2020,5534,DEPUIS QU ELLE A RECU LA 1E DOSE ELLE COMMENCE A TOMBER MALADE A TOUT MOMENT,,
ecv2021,5535,DÉPLACEMENT DE LA FAMILLE ET GRÈVE DES INFIRMIERS,,
ecv2021,5536,PARESSE DE LA MERE GARDIENNE,,
ecv2020,5537,L'enfant n'a que 6 mois de vie et son calendrier de vaccination est en cours.,,
ecv2022,5538,EN DEPLACEMENT,,
ecv2020,5539,L'ENFANT N'A PAS ENCORE ATTEINT L'AGE DE 9MOIS,,
ecv2021,5540,PAYEMENT  POUR LE TRAITEMENT DES EFFETS SECONDAIRES,,
ecv2022,5541,NSP,,
ecv2020,5542,"N�gligence de la m�re, papa toujours absent de la maison",,
ecv2020,5543,�GE INF�RIEUR  � 9 MOIS,,
ecv2020,5544,D�PLACEMENT DE LA FAMILLE POUR LA FERME,,
ecv2020,5545,PAS ENCORE TOTALISER 9 MOIS,,
ecv2020,5546,L'ENFANT N'A PAS 9 MOIS,,
ecv2020,5547,FAIBLESSE ET MANQUE DE COMMUNIQU� PAR LES RECO,,
ecv2021,5548,A CAUSE DE CONFINEMENT,,
ecv2020,5549,Attend 9 mois,,
ecv2022,5550,LES IMPRÉVUS LE JOUR DE VACCINATION,,
ecv2020,5551,REFUS VOLONTAIRE DE LA M�RE,,
ecv2020,5552,JE SUIS TRES OCCUP�E POUR LA SURVIE,,
ecv2021,5553,GREVE DES INFIRMIER,,
ecv2021,5554,MANQUE D'ARGENT LE JOUR DE RENDEZ VOUS DE LA VACCINATION,,
ecv2021,5555,La mère déclare que l'enfant a eu tous les vaccins,,
ecv2022,5556,COUTUME,,
ecv2020,5557,La m�re d�clare que son enfant est compl�tement vaccin� mais ne conna�t pas le nombre de fois que certains vaccins devraient �tre administr�.,,
ecv2020,5558,LA VACCINATION EST INTERDIT DANSNOTRE �GLISE,,
ecv2020,5559,PARESSE MAIS AUSSI DES NOMBREUX DEPLACEMENT,,
ecv2020,5560,MERE ABSENTE DU VILLAGE AVEC SON ENFANT,,
ecv2020,5561,Le champ �loign� du village et elle va tr�s t�t pour rentr�e tard,,
ecv2021,5562,MANQUE D'INFORMATIONS SUR LE PROGRAMME DE VACCINATION,,
ecv2020,5563,VOYAGE DE LA FAMILLE,,
ecv2021,5564,NOMBRE D ENFANTS INSUFISANT,,
ecv2020,5565,NEGLIGENCE DE MAMAN,,
ecv2021,5566,DÉPLACEMENT DE LA MÈRE AVEC L'ENFANT,,
ecv2020,5567,CAMPAGNE DE CHAMPS,,
ecv2022,5568,TOUTLETEMPENVOYAGE,,
ecv2022,5569,Ne sait pas,,
ecv2020,5570,SA JUMELLE AVAIT PR�SENT� DES PROBLEMES A CAUSE DU VACCIN,,
ecv2021,5571,OUBLIE DU DERNIER RENDEZ-VOUS PAR LA MÈRE,,
ecv2022,5572,RAISON DE VOYAGE,,
ecv2020,5573,LE RENDEZ-VOUS POUR LE 23/ 10/2020,,
ecv2021,5574,VACCINS TOUS REÇUS SELON LA MÈRE MAIS NON SIGNALÉS SUR LA CARTE,,
ecv2021,5575,ELLE  NE S'EST PAS,,
ecv2020,5576,ELLE N'ETAIT PAS INFORMEE DE VACCINATION DE ROUTINE A L'H�PITAL(CS YAMBOMBA) OU ELLE A ACCOUCHE,,
ecv2020,5577,En  cours de vaccination',,
ecv2020,5578,Attent la date idoine,,
ecv2020,5579,INDISPONIBILITE DES PARENTS SUITE AU CHAMPS,,
ecv2022,5580,ON NE NOUS INTERESSE,,
ecv2020,5581,ILS SONT TOUS FRAPPER PAR LES �PID�MIES QU'ILS SOIENT VACCINER OU NON ON EN VOIE PLUS L'IMPORTANCE MAIS ON LES EMM�NENT,,
ecv2020,5582,OUBLIE DE RENDEZ-VOUS,,
ecv2020,5583,MOUVEMENT DES PARENTS DE TEMBO VERS TALAMATUNGA,,
ecv2021,5584,REFUS  A CAUSE DES MAPI,,
ecv2020,5585,LILEKO,,
ecv2021,5586,TRAUMATISME DE LA MERE ENFANT,,
ecv2021,5587,NOMBRE DES ENFANTS PUIS LE JOUR PASSE PUIS JE SUIS FATIGUE,,
ecv2020,5588,ABSENCE PROLONG�E DU DOMICILE,,
ecv2020,5589,Diminue l'intelligence de l'enfant,,
ecv2021,5590,LÀ OÙ L'ENFANT ETAIT IL N'Y A PAS D'HOPITAUX,,
ecv2021,5591,OUBLIE DE L'IT POUR NE PAS MENSIONNEE LA DATE SUR LA FICHE DE L'ENFANT,,
ecv2021,5592,DÉCÈS MATERNEL,,
ecv2020,5593,�TAIT EN EN VOYAGE,,
ecv2022,5594,!RUPTURE DE STOCK,,
ecv2020,5595,CORONAVIRUS,,
ecv2020,5596,Il a  tout re�u,,
ecv2021,5597,DÉCÈS DU PÈRE,,
ecv2021,5598,PAR OUBLIE,,
ecv2020,5599,Suit son calendrier pour compl�ter son VAAet VAR,,
ecv2022,5600,A TOUT REÇU,,
ecv2020,5601,A D�BUT� LA VACCINATION AVEC RETARD SUITE AUX MALADIES,,
ecv2021,5602,MERE  NEGLIGENTE,,
ecv2020,5603,ABSENCE PROLONG�E DE PARENT AU VILLAGE POUR LE CHAMP,,
ecv2022,5604,Rupture au cite de la vaccination,,
ecv2020,5605,ENFANT MOINS DE 9MOIS,,
ecv2021,5606,"J AMENE L ENFANT AUX VACCIN, JE NE SAIS PAS POURQUOI IL N A PAS EU TOUS LES VACCINS",,
ecv2021,5607,VOYAGE POUR  LA  FERME PENDANT PLUS DE 5 MOIS,,
ecv2020,5608,LE VACCINATEUR N'ARRIVE PAS DANS LES ENDROITS D'ACCES DIFFICILE,,
ecv2021,5609,IGNORANCE DE LA MERE,,
ecv2021,5610,GRÈVE DES INFIRMIERS,,
ecv2020,5611,D�placement de la m�re et souvent  au champs,,
ecv2020,5612,"MERE DECLARE AVOIR AMENE L'ENFANT AU CS BANDU CITE,MAIS ON L'A DIT L'ENFANT N'AVAIT PAS ENCORE L'AGE POUR ETRE VACCINEE.DEPUIS LA ELLE N'A JAMAIS RENTRE AU CS",,
ecv2020,5613,"PEUR D' AMENER L' ENFANT PENDANT LA COVID-19, L' ENFANT N'A PAS ENCORE ATTEINT 9 MOIS.",,
ecv2021,5614,DEPLACEMENT DE LA MERE AVEC L'ENFANT VERS MUTOMBO DIBUE,,
ecv2020,5615,LA GUERRE/ ELLE EST D�PLAC�E,,
ecv2021,5616,NÉGLIGENCE DE LA MÈRE,,
ecv2020,5617,J'�tais en voyage,,
ecv2020,5618,Aucour dela vaccination,,
ecv2021,5619,Pas de precision,,
ecv2020,5620,ATTENDS LA DATE DE RENDEZ VOUS,,
ecv2020,5621,Yaya refuse,,
ecv2020,5622,CRAINTE DES FIEVRES APRES LE VACCIN,,
ecv2020,5623,COVID19,,
ecv2021,5624,DÉPLACEMENT  SUITE LA GUERRE,,
ecv2020,5625,"MANQUE D'ARGENT,NEGLIGENCE",,
ecv2022,5626,PAS D'INFORMATION SUR LA  VACCINATION DE ROUTINE,,
ecv2020,5627,La famille s'est d�plac� et l'enfant n'a continu� avec la vaccination,,
ecv2020,5628,MERE S'ETAIT DEPLACE AVEC ENFANT,,
ecv2020,5629,L'AGE N'EST PAS ACCOMPLI,,
ecv2022,5630,PAS MOI QUI DECIDE,,
ecv2020,5631,Pas de vaccin fournie au centre,,
ecv2020,5632,JE N'AIME PAS LES VACCINS INJECTABLES,,
ecv2021,5633,MA NEGLIGEANTE,,
ecv2020,5634,Nous fuyons les vaccins injectables � cause des fi�vres qu'ils produisent apr�s injection.,,
ecv2021,5635,DÉPLACEMENT DE PARENT VERS LE CHAMPS (MALENDE),,
ecv2020,5636,CRAINTE DES EFFETS SECONDAIRE,,
ecv2020,5637,Refus de la vaccination  par l'�glise KUMUJOVA,,
ecv2020,5638,N' A PAS ATTEINT L 'AGE,,
ecv2020,5639,S�ance pas encore organis�,,
ecv2020,5640,"LA MAMAN A REFUSER A CAUSE DU CORONA VIRUS,",,
ecv2020,5641,En attente de VAR et VAA,,
ecv2021,5642,FAMILLE EN VOYAGE,,
ecv2020,5643,Les oublis seulement,,
ecv2022,5644,NOUS ETIONS CAMPEMENT,,
ecv2020,5645,CENSURE FAMILIALE,,
ecv2021,5646,LES  PARENT SE SONT DONNE SEULEMENT A LA PECHE SELON LEUR GRAND MERE EN FACE DE SA FILLE,,
ecv2020,5647,M�RE  EMPECH�,,
ecv2020,5648,NEGLIGANCE,,
ecv2020,5649,A CAUSE DE VOYAGE DE SA MERE,,
ecv2020,5650,Nous vivions � la ferme.,,
ecv2020,5651,"PROBLEME FAMILIALE, DECES DE LA MERE DE L'ENFANT",,
ecv2021,5652,VOYAGE VERS LE VILLAGE POUR ASSISTER AU DEUIL,,
ecv2022,5653,MA RELIGION,,
ecv2022,5654,FUITE DES ASSAILLANTS DANS LA GUERRE ENTRE TEKE ET YAKA,,
ecv2020,5655,INDISPONIBILITE DES PARENTS,,
ecv2020,5656,LA FAMILLE ETAIT EN PLEINE PECHE,,
ecv2021,5657,DEPLACE DES ATRICITES,,
ecv2020,5658,La fi�vre apr�s injection des vaccins et les abc�s me met mal � l'aise.,,
ecv2021,5659,VOYAGE POUR LA FRONTIERE DE KAMAKO/ TSHIKAPA,,
ecv2020,5660,MERE ABSENTE DU VILLAGE SOUVENT AVEC ENFANT,,
ecv2021,5661,LE CENTRE S EST ÉCROULÉ,,
ecv2020,5662,L'enfant n'a que 8 mois et son calendrier vaccinal est en cours.,,
ecv2020,5663,J' AI OUBLI� DE REPONDRE AU RENDEZ VOUS,,
ecv2020,5664,LE RENDEVOUS SERA POUR  LA SEMAINE PROCHAINE,,
ecv2020,5665,PARFOIS NON DISPONIBLE,,
ecv2021,5666,PAS D’ARGENT POUR ACHETER LA CARTE,,
ecv2020,5667,"PAS DE SENSIBILISATION. PARFOIS, QUAND LE VACCINATEUR PASSE, MOI JE SUIS AU CHAMP",,
ecv2020,5668,PAR NEGLIGENCE,,
ecv2020,5669,LA PARRESSE,,
ecv2020,5670,POUR EVITER LES FIEVRES,,
ecv2020,5671,Je pens� avoir termine,,
ecv2020,5672,L'OUBLIE DE LA MERE,,
ecv2020,5673,D�PLACEMENT VERS LE CHAMPS POUR LA R�COLTE,,
ecv2021,5674,AMÉNAGER DANS LE CHAMP,,
ecv2020,5675,Il y avait beaucoup des probl�mes dans notre communaut�,,
ecv2020,5676,D�PLACEMENT DE LA MERE VERS LE CHAMP,,
ecv2020,5677,NE DANS LA BROUSSE.,,
ecv2020,5678,RESTE TROISI�ME DOSES,,
ecv2021,5679,PARQU'ILS SONT ECARTES LORS DE LA DISTRIBUTION DES VIVRES,,
ecv2020,5680,J'�tais dans les campements agricoles pour les champs et la p�che.,,
ecv2020,5681,LA MERE S'ETAIT D�PLAC�E AVEC SON ENFANT PENDANT CETTE PERIODE,,
ecv2020,5682,MAMAN N'AIME PAS LES VACCINS INJECTABLES,,
ecv2020,5683,LA GUERRE N'A PAS PERMIS LA COUVERTURE VACCINALE,,
ecv2022,5684,ENFANT MALADE APRES  VACCINATION,,
ecv2020,5685,N'A PAS ENCORE ATTEINT 9 MOIS POUR AUTRES VACCINS,,
ecv2022,5686,ENFANT EST NÉ A LA MAISON,,
ecv2021,5687,GUERR3,,
ecv2020,5688,Aim� n'est  pas elligible  pour recevoir VAA et VAR,,
ecv2020,5689,Emp�cher de respecter le rendez-vous � cause du deuil familial,,
ecv2021,5690,SELON ELLE L’ENFANT A RECU TOUT LE VACCIN RECOMMANDE,,
ecv2020,5691,D�placement puis n�gligence,,
ecv2021,5692,SON PERE A REFUSE PAR CRAINTE D'ETRE CONTAMINE PAR COVI-19,,
ecv2020,5693,�� ne me plait pas,,
ecv2020,5694,CHANGEMENT D'ADRESSE,,
ecv2022,5695,DEUIL,,
ecv2020,5696,J'ETAIS � UN DEUIL LOIN D'ICI,,
ecv2020,5697,Le d�placement de la m�re dans les carri�res,,
ecv2020,5698,TRAVAUX DES CHAMPS,,
ecv2020,5699,J ETAIS EN VOYAGE VERS LA VILLE DE LUBUMBASHI,,
ecv2020,5700,ELLE VIENT DE NORD KIVU,,
ecv2020,5701,"La m�re arrive en retard le jour de vaccination, souvent au champs",,
ecv2020,5702,Voyage de la maman avec l'enfant,,
ecv2022,5703,VOYAGE DE LA MÈRE  VERS LES CHAMPS CHAMPÊTRE,,
ecv2020,5704,TROP DE REPPORT POUR VACCINATION VAA ET VAR,,
ecv2022,5705,IGNORANCE,,
ecv2021,5706,DÉMÉNAGEMENT DE LA FAMILLE,,
ecv2020,5707,ENFANT FRACTUR� A LA JAMBE DROITE,,
ecv2020,5708,LA MERE NE MAITRISE PAS LE CALENDRIER VACCINAL,,
ecv2022,5709,"QUAND RENE ETAIT NÉ,IL N'Y AVAIT PAS DE VACCIN AU CENTRE DE SANTE",,
ecv2020,5710,elle � encore 6 mois,,
ecv2021,5711,NOUS SOMMES EN DÉPLACEMENT DEPUIS LES TROUBLES DE NOTRE VILLAGE,,
ecv2020,5712,L'ENFANT TOMBAIT SOUVENT MALADE APRES LE VACCIN,,
ecv2020,5713,J'ATTENDS LE RENDEZ-VOUS DELA VACCINATION,,
ecv2022,5714,MANQUE DE L’ ARGENT,,
ecv2022,5715,RUPTURE EN VACCIN,,
ecv2021,5716,J’ÉTAIT AU CHAMP,,
ecv2020,5717,�ge  inf�rieur,,
ecv2021,5718,Inconnu,,
ecv2021,5719,Elle a recu tout les vaccins dit sa mere,,
ecv2020,5720,Ne sais pas,,
ecv2021,5721,GRÈVE  DES PRO SANTE,,
ecv2021,5722,PAS D'ANNONCE D'UNE SEANCE  DE VACCINATION  PAR   LES CRIEURS,,
ecv2021,5723,CS FARME A CAUSE DE LA GREVE,,
ecv2020,5724,PAS ATTEINT 9 MOIS,,
ecv2020,5725,MAMAN ETAIT EN VOYAGE,,
ecv2020,5726,A CAUSE DE NOTRE DEPLACEMENT,,
ecv2022,5727,NOMBRE DES ENFANTS A VACCINE INSUFFISANT,,
ecv2020,5728,ABSENCE DES PARENTS LES JOURS DE VACCINATION,,
ecv2021,5729,ATTITUDE NEGATIVE DE LA MERE,,
ecv2020,5730,BOLEMBU,,
ecv2022,5731,QUI CHERCHE A LA CARRIERE,,
ecv2020,5732,INDISPONIBILIT� DE LA M�RE,,
ecv2020,5733,MAMAN EN D�PLACEMENT DURANT LA PERIODE DE VACCINATION,,
ecv2021,5734,LE DÉPLACEMENT DE KANANGA A LUBUMBASHI,,
ecv2020,5735,LA MAL COMPREHENSION SUR LE VACCIN,,
ecv2020,5736,L'enfant n'a pas encore atteint 9mois pour recevoir d'autres anti g�ne qui reste,,
ecv2020,5737,En  cours de vaccination,,
ecv2020,5738,Nouvelle dans le milieu ne connaissant pas le lieu de vaccination,,
ecv2022,5739,UNE LONGUE PERIODE DANS LE CHAMP,,
ecv2020,5740,Il n'a pas encore atteint l'�ge,,
ecv2021,5741,N'AS PAS ENCORE ATTEINT SES 9 MOIS,,
ecv2020,5742,Pas confiance aux injections.,,
ecv2021,5743,CS FERME POUR LA GREVE DES INFIRMIERS,,
ecv2020,5744,VOYAGE DE LA FAMILLE VERS L INTERIEUR DU PAYS,,
ecv2020,5745,L'ENFANT N'A PAS ENCORE ATTEINT 9 MOIS POUR TERMINER LE CALENDRIER VACCINAL,,
ecv2020,5746,Nus �tions au champs.,,
ecv2020,5747,MOMENT DES VACCINATION  IMPRECIS,,
ecv2020,5748,IL VA RECEVOIR LA DERNI�RE DOSE AUJOURD'HUI,,
ecv2020,5749,L enfant a moins de 9 mois,,
ecv2020,5750,Quand nous allons au champs,,
ecv2020,5751,Il a pleur� beaucoup la fois pass� .,,
ecv2020,5752,N A PAS ENCORE ATTEINT L AG E,,
ecv2022,5753,REFUS DE LA MAMAN,,
ecv2020,5754,�TAIT  OCCUP�,,
ecv2022,5755,LE VACCIN EST DISPONIBLE MAIS LE NOMBRE D ENFANT A VACCINÉE EST INSIGNIFIANT,,
ecv2020,5756,LES PARENTS N'AIMENT PAS AMENER L'ENFANT AUX S�ANCES DE VACCINATION,,
ecv2022,5757,CHANGEMENT DU VILLAGE A UN AUTRE,,
ecv2020,5758,TROP OCCUPER PAR LES TRAVAUX CHAMPETRES,,
ecv2021,5759,MANQUE D ARGENT,,
ecv2020,5760,D�placement m�re pour les champs,,
ecv2020,5761,NEGLIGENCE DE LA MAMAN,,
ecv2021,5762,PAS D'ARGENT POUR PAYER LA FICHE,,
ecv2020,5763,ABIUT N'EST PEUT PS RECEVOIR LE VAA ET LEVAR VU SON AGE,,
ecv2020,5764,SOUVENT NOUS OMMES AU CHAMPS,,
ecv2020,5765,Les relais communautaires ne passent pas sensibiliser les mamans comme d'habitude,,
ecv2022,5766,DEMENAGEMENT FAMILLE ET COUT ELEVE VACCINATION,,
ecv2020,5767,L' enfant vie longtemps a la for�t et les vaccinateur n'arrive pas l� bas,,
ecv2021,5768,GRÈVE DES INFIRMIÈRES,,
ecv2020,5769,AUTO PRISE EN CHARGE EN CAS DE FIEVRE,,
ecv2020,5770,GUERRE,,
ecv2020,5771,Manque de moyen financier,,
ecv2020,5772,D�placements de la m�re dans les carri�res,,
ecv2021,5773,PERIODE DU CHAMPS,,
ecv2020,5774,L'ENFANT A 7 MOIS IL LUI RESTE 2 MoiS POUR TERMIN�,,
ecv2020,5775,Moins de 9mois,,
